SEQUENCE,ENCODING
agricultural,524367
activity,524367
such,524367
area,524367
positively,524367
influence,524367
socioeconomic,524367
factor,524367
overall,524363
emission,2621520
extensive,2621521
livestock,2621521
system,2621521
explicitly,524369
need,2621521
reduce,2621521
livestockrelated,2621521
emission,2621521
notably,524369
methane,524369
from,524369
ruminant,524369
particular,524369
include,524369
support,2621521
investment,2621521
improve,524369
manure,524369
storage,524369
management,524369
equipment,524369
lowemission,524369
slurry,524369
spread,524369
anaerobic,524369
digester,524369
will,524369
supplement,524369
support,524369
genetic,2621521
improvement,2621521
potential,524370
increase,524370
sustainable,2621522
energy,2621522
production,2621522
through,524370
come,524370
mainly,524370
from,524370
support,524370
photovoltaic,524370
investment,524370
biomethane,524370
production,524370
approach,524371
adapt,524371
decrease,524371
available,524371
water,524371
ensure,524371
longterm,524371
resilience,524371
through,524371
naturebased,524371
solution,524371
water,524371
retention,524371
landscape,524371
waterintensive,524371
crop,524371
water,524371
reuse,524371
will,2621523
have,2621523
reinforce,2621523
good,2621523
integrate,2621523
with,524371
longterm,524371
strategic,524371
plan,524371
2027,524371
estimate,524371
should,524371
receive,524371
support,2621523
organic,2621523
farm,2621523
contribute,2621524
increase,2621524
presence,2621524
diversity,2621524
landscape,2621524
feature,2621524
toward,524372
biodiversity,524372
strategy,524372
target,2621524
agricultural,2621524
land,2621524
2030,2621524
strengthen,524372
obligation,2621488
dedicate,524372
least,2621524
arable,2621524
land,2621524
demonstrate,524373
some,2621525
contribution,2621525
toward,2621525
target,2621525
stem,2621525
from,2621525
eu,2621525
habitat,2621525
bird,2621525
directive,2621525
area,524373
eu,524373
grassland,2621525
protect,2621525
against,524373
conversion,524373
plough,524373
have,524373
expand,2621525
voluntary,2621525
measure,2621525
improve,524373
management,524373
cover,524373
natura,2621525
2000,2621525
area,2621525
about,2621527
sustainable,2621527
pesticide,2621527
over,524376
past,524376
year,524376
eu,524376
agricultural,524376
sector,524376
make,524376
significant,524376
step,524376
toward,524376
more,524376
sustainable,524376
future,524376
without,524376
impact,524376
capacity,524376
supply,524376
quality,524376
food,524376
2019,524377
pesticide,524377
sale,524377
decline,524377
almost,524377
compare,524377
2011,524377
equivalent,524378
decrease,524378
compare,524378
1990,524378
area,524379
under,524379
organic,524379
production,524379
reach,524379
million,524379
2019,524379
follow,524379
annual,524379
increase,524379
over,524379
period,524379
20122019,524379
gros,524381
valueadded,524381
eu,524381
agricultural,524381
production,524381
reach,524381
billion,524381
euro,524381
2019,524381
increase,524381
compare,524381
2010,524381
eu,524382
agrifood,524382
product,524382
trade,524382
balance,524382
record,524382
annual,524382
growth,524382
almost,524382
average,524382
between,524382
2010,524382
2020,524382
reach,524382
billion,524382
euro,524382
trade,524382
2020,524382
meantime,524383
climate,524383
change,524383
biodiversity,524383
already,524383
impact,524383
eu,524383
agriculture,524383
land,524384
eu,524384
cultivate,524384
with,524384
crop,524384
dependent,524384
pollinator,524384
face,524384
pollination,524384
deficit,524384
drought,524385
cost,524385
average,524385
billion,524385
euro,524385
year,524385
economic,524385
damage,524385
agriculture,524385
energy,524385
public,524385
water,524385
supply,524385
antimicrobial,524386
resistance,524386
link,524386
excessive,524386
inappropriate,524386
animal,524386
human,524386
healthcare,524386
lead,524386
estimate,524386
33000,524386
human,524386
death,524386
year,524386
global,524387
mean,524387
crop,524387
yield,524387
rice,524387
maize,524387
wheat,524387
project,524387
decrease,524387
degree,524387
warm,524387
moment,524388
reinforce,524388
regulation,524388
pesticide,524388
european,524388
commission,524388
adopt,524388
proposal,524388
regulation,524388
sustainable,524388
plant,524388
protection,524388
product,524388
include,524388
eu,524388
wide,524388
target,524388
reduce,524388
risk,524388
chemical,524388
pesticide,524388
2030,524388
line,524388
with,524388
eu,524388
farm,524296
fork,524296
biodiversity,524293
strategy,524300
proposal,524389
adopt,524389
june,524389
2022,524389
part,524389
package,524389
measure,524389
reduce,524389
environmental,524389
footprint,524389
eu,524389
food,524389
system,524389
help,524389
mitigate,524389
economic,524389
loss,524389
already,524389
suffer,524389
climate,524389
change,524389
biodiversity,524389
main,524389
measure,524389
include,524389
legally,524390
bind,524390
target,524390
eu,524390
level,524390
reduce,524390
risk,524390
chemical,524390
pesticide,524390
well,524390
more,524390
hazardou,524390
pesticide,524390
2030,524390
member,524390
state,524390
will,524390
their,524390
national,524390
reduction,524390
target,524390
within,524390
define,524390
parameter,524390
ensure,524390
eu,524390
wide,524390
target,524390
achieve,524390
environmentally,524391
friendly,524391
pest,524391
control,524391
alternative,524391
pest,524391
control,524391
method,524391
with,524391
chemical,524391
pesticide,524391
only,524391
last,524391
resort,524391
pesticide,524392
sensitive,524392
area,524392
pesticide,524392
prohibit,524392
place,524392
such,524392
urban,524392
green,524392
area,524392
include,524392
public,524392
park,524392
garden,524392
playground,524392
recreation,524392
sport,524392
grind,524392
public,524392
path,524392
well,524392
protect,524392
area,524392
accordance,524392
with,524392
natura,524373
2000,524373
ecologically,524392
sensitive,524392
area,524392
preserve,524392
threaten,524392
pollinator,524392
farm,2621546
fork,2621546
strategy,2621546
farm,524395
fork,524395
strategy,524395
heart,524395
green,524395
deal,524395
strategy,524395
reward,524395
those,524395
farmer,524395
fisher,524395
other,524395
operator,524395
food,524395
chain,524395
have,524395
already,524395
undergo,524395
transition,524395
sustainable,524395
practice,524395
enable,524395
transition,524395
other,524395
create,524395
additional,524395
opportunity,524395
their,524395
business,524395
reduce,2621547
dependency,2621547
pesticide,2621547
antimicrobial,2621547
ation,2621547
increase,2621547
organic,2621547
farm,2621547
improve,2621547
animal,2621547
welfare,2621547
reverse,2621478
biodiversity,2621478
same,524366
time,524366
effort,524397
tighten,524397
sustainability,524397
requirement,524397
eu,524397
food,524397
system,524397
should,524397
accompany,524397
policy,524397
help,524397
raise,2621549
standard,2621549
globally,2621549
ation,524397
export,524397
unsustainable,524397
practice,524397
environmental,2621446
climate,2621446
footprint,2621446
eu,524398
food,524398
system,524398
strengthen,524398
resilience,2621447
ensure,524398
food,524398
security,524398
face,524398
climate,524398
change,524398
biodiversity,524398
lead,524398
global,2621448
transition,2621448
toward,524398
competitive,524398
sustainability,524398
from,524398
farm,524398
fork,524398
into,524398
opportunity,2621550
mean,524344
ensure,524400
food,524400
chain,524400
cover,524400
food,524400
production,524400
transport,524400
distribution,524400
market,524400
consumption,524400
neutral,2621552
positive,2621552
environmental,2621552
impact,2621552
preserve,524400
restore,524400
land,524400
freshwater,524400
seabased,524400
resource,524400
food,524400
system,524400
depend,524400
help,524400
mitigate,524400
climate,524400
change,524400
adapt,524400
impact,524400
protect,524400
land,524400
soil,524400
water,524400
plant,524400
animal,524400
health,524400
welfare,524400
reverse,524400
biodiversity,524400
acces,2621486
sufficient,2621553
nutritiou,2621553
sustainable,2621553
food,2621553
uphold,524401
standard,524401
safety,524401
quality,524401
plant,524401
health,524401
animal,524401
health,524401
welfare,524401
meet,524401
dietary,524401
need,524401
food,524401
preference,524401
preserve,524402
affordability,524402
food,524402
generate,524402
fair,524402
economic,524402
return,524402
supply,524402
chain,524402
ultimately,524402
most,2621554
sustainable,2621554
food,2621554
also,2621554
become,2621554
most,2621554
affordable,2621554
foster,524402
competitivenes,524402
eu,524402
supply,524402
sector,524402
promote,524402
fair,524402
trade,524402
create,524402
busines,524402
opportunity,524402
ensure,524402
integrity,524402
single,524402
market,524402
occupational,524402
health,524402
safety,524402
technical,524403
financial,524403
assistance,524403
from,524403
exist,524403
eu,524403
instrument,524403
such,524403
cohesion,524403
fund,524403
european,524403
agricultural,524403
fund,524403
rural,524403
development,524403
eafrd,524403
will,524403
support,524403
transition,524403
combine,524404
with,524404
certification,524404
label,524404
sustainability,524404
performance,524404
food,524404
product,524404
with,524404
target,524404
incentive,524404
framework,524404
will,524404
allow,524404
operator,524404
benefit,524404
from,524404
sustainable,524404
practice,524404
progressively,524404
raise,524404
sustainability,524404
standard,524404
become,524404
norm,524404
food,524404
product,524404
place,524404
eu,524404
market,524404
main,2621557
action,2621557
ensure,2621558
sustainable,2621558
food,2621558
production,2621558
removal,524407
from,524407
atmosphere,524407
base,524407
robust,524407
transparent,524407
carbon,524407
account,524407
monitor,524407
verify,524407
authenticity,524407
carbon,524407
removal,524407
circular,2621560
biobased,2621560
economy,2621560
protein,524408
bioenergy,524408
biochemical,524408
offer,524408
opportunity,524408
transition,524408
climateneutral,524408
european,524408
economy,524408
creation,524408
primary,524408
production,524408
farmer,524409
should,524409
grasp,524409
opportunity,524409
reduce,524409
methane,524409
emission,524409
from,524409
livestock,524409
develop,524409
production,524409
renewable,2621561
energy,2621561
invest,524409
anaerobic,524409
digester,524409
bioga,524409
production,524409
from,524409
agriculture,524409
waste,524409
residue,524409
such,524409
manure,524409
farm,524409
also,524409
have,524409
potential,524409
produce,524409
bioga,524409
from,524409
other,524409
source,524409
waste,524409
residue,524409
such,524409
from,524409
food,524409
beverage,524409
industry,524409
sewage,524409
wastewater,524409
municipal,524409
waste,524409
commission,524411
will,524411
take,524411
additional,524411
action,524411
reduce,524411
integrate,2621543
pest,2621543
management,2621543
promote,524411
great,524411
safe,524411
alternative,524411
protect,524411
harvest,524411
from,524411
pest,524411
disease,524411
will,524411
encourage,524411
alternative,524411
control,524411
technique,524411
such,524411
crop,524411
rotation,524411
mechanical,524411
weed,524411
will,524411
main,524411
tool,524411
reduce,524411
dependency,524411
chemical,524411
pesticide,524411
general,524411
more,524411
hazardou,524411
pesticide,524411
particular,524411
commission,524411
will,524411
also,524411
facilitate,524411
place,524411
market,524411
pesticide,524411
contain,524411
biological,524411
active,524411
substance,524411
commission,524412
will,524412
develop,524412
with,524412
member,524412
state,524412
integrate,2621564
nutrient,2621564
management,2621564
action,2621564
plan,2621564
ation,524412
technique,524412
sustainable,524412
agricultural,524412
practice,524412
recycle,524412
organic,524412
waste,524412
into,524412
strategic,524412
plan,524412
such,524412
farm,524412
